,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
679,000803,金宇车城,-0.26,-986.05,,-24.76,,-3327.79,-985.21,,04-23
680,002699,美盛文化,0.29,-38.3,,13.69,,12640.83,30.15,,04-23
681,603800,道森股份,0.18,-74.36,,5.79,,2760.86,-74.36,,04-23
682,601225,陕西煤业,-0.3,-400.0,,-10.22,,-298854.16,-414.09,,04-23
683,002078,太阳纸业,0.27,35.0,,10.34,,66665.54,42.2,10派0.5,04-23
684,002271,东方雨虹,0.89,-44.03,,19.61,,72971.52,26.57,10派1,04-23
685,000632,三木集团,0.03,0.38,,0.99,,1216.21,0.67,,04-23
686,300106,西部牧业,0.14,0.0,,3.59,,2311.28,2.77,10派0.11,04-23
687,603520,司太立,0.77,2.67,,15.95,,6894.41,1.83,,04-23
688,002199,*ST东晶,-1.13,52.7,,-47.36,,-27468.58,79.93,,04-23
689,600288,大恒科技,0.06,3.95,,1.88,,2759.11,3.93,10派0.19,04-23
690,000751,锌业股份,0.06,0.0,,4.58,,9076.41,3.04,,04-23
691,600395,盘江股份,0.01,-92.47,,0.4,,2320.5,-92.45,10派0.1,04-23
692,000823,超声电子,0.17,-45.43,,3.2,,9139.18,-42.87,10派0.2,04-23
693,300053,欧比特,0.27,112.0,,5.71,,5783.37,130.74,10转15派0.3,04-23
694,000821,京山轻机,0.12,300.0,,3.47,,5058.83,377.78,10派0.1,04-23
695,300182,捷成股份,0.39,-30.52,,18.9,,53300.65,102.76,10派0.9转5,04-23
696,300413,快乐购,0.25,-46.81,,6.3,,9509.59,-38.29,10派0.62,04-23
697,600490,鹏欣资源,0.01,-80.35,,1.2,,1962.04,-73.95,,04-23
698,300151,昌红科技,0.06,-76.92,,3.75,,2965.88,-42.65,10派0.3,04-23
699,000655,金岭矿业,0.02,-95.0,,0.33,,1044.79,-95.0,,04-23
700,000557,西部创业,-0.03,-1594.12,,-3.29,,-1743.85,-1586.9,,04-23
701,601118,海南橡胶,-0.25,-4517.54,,-11.66,,-98971.32,-4522.12,,04-23
702,300035,中科电气,0.07,-69.57,,1.82,,1532.64,-71.24,10派2,04-23
703,002604,龙力生物,0.1,-63.78,,2.64,,4931.21,-42.59,,04-23
704,002305,南国置业,0.02,-95.86,,1.03,,3068.72,-93.75,,04-23
705,600383,金地集团,0.71,-20.22,,9.86,,320035.04,-19.94,10派4.2,04-23
706,603123,翠微股份,0.32,-8.57,,5.89,,16609.55,0.0,10派1.4,04-23
707,601888,中国国旅,1.54,2.42,,14.15,,150589.49,2.42,10派5,04-23
708,300006,莱美药业,0.1,100.0,,2.01,,2061.24,122.15,10派1转26,04-23
709,600365,通葡股份,0.01,0.0,,0.37,,254.8,13.33,,04-23
710,002632,道明光学,0.16,-20.0,,3.78,,4499.52,62.96,10派0.5转10,04-23
711,000700,模塑科技,0.84,5.03,,13.75,,29640.82,20.53,10派1转10,04-23
712,002646,青青稞酒,0.51,-27.18,,10.16,,23101.1,-27.19,10派1.8,04-23
713,300166,东方国信,0.41,-21.15,,13.28,,22851.55,68.49,,04-23
714,000752,西藏发展,0.06,-36.0,,2.1,,1645.55,-36.0,10派0.5,04-23
715,002482,广田集团,0.51,-50.96,,5.96,,27892.12,-48.02,10转15派1,04-23
716,000523,广州浪奇,0.07,-29.29,,2.95,,3184.07,-27.51,10派0.2,04-23
717,000995,*ST皇台,0.04,-118.18,,5.25,,634.41,-116.15,,04-23
718,002201,九鼎新材,0.07,40.0,,2.59,,1601.96,51.78,10派0.12,04-23
719,000069,华侨城A,0.64,-2.99,,15.35,,464066.51,-2.8,10派0.7,04-23
720,300310,宜通世纪,0.27,28.57,,8.94,,6258.58,31.71,10派0.5,04-23
721,002524,光正集团,0.01,-105.88,,0.84,,649.73,-107.41,,04-23
722,600751,天海投资,0.09,0.95,,2.05,,24671.04,212.53,,04-23
723,300366,创意信息,0.84,16.29,,21.14,,9805.85,141.53,10转5,04-23
724,300492,山鼎设计,0.43,4.88,,15.85,,2680.12,4.64,,04-23
725,002339,积成电子,0.38,11.76,,10.23,,14410.57,11.12,10派0.6,04-23
726,002162,悦心健康,0.02,-33.33,,1.78,,1443.41,0.49,10转3,04-23
727,000957,中通客车,1.58,35.04,,28.05,,39927.0,42.8,10派5转10,04-23
728,002731,萃华珠宝,0.4,-51.22,,5.72,,6042.28,-38.58,10派0.8,04-23
729,000753,漳州发展,-0.1,-159.01,,-5.98,,-8399.61,-219.22,,04-23
730,002234,民和股份,-1.04,-595.24,,-30.5,,-31552.73,-603.33,,04-23
731,000663,永安林业,0.2,-300.0,,6.88,,4488.58,-317.2,,04-23
732,300308,中际装备,0.03,-25.0,,1.02,,559.4,-31.49,,04-23
733,000931,中关村,0.22,997.55,,21.09,,15108.87,998.75,,04-23
734,002540,亚太科技,0.23,-56.5,,9.31,,24080.29,8.55,10派0.5,04-23
735,600973,宝胜股份,0.39,24.6,,7.5,,16050.11,24.73,10派0.9转6,04-23
736,000503,海虹控股,0.03,-7.55,,1.74,,2306.34,-7.66,,04-23
737,000592,平潭发展,0.04,-47.05,,2.86,,3771.15,-46.44,10转10,04-23
738,300128,锦富新材,0.04,-77.78,,0.86,,2158.25,-69.6,10派0.1,04-23
739,002421,达实智能,0.27,-47.33,,9.08,,15263.33,36.08,10派0.5,04-23
740,000828,东莞控股,0.79,38.32,,18.99,,81651.42,38.31,10派3,04-23
741,600543,莫高股份,0.06,20.0,,1.79,,1923.45,12.46,,04-23
742,300043,互动娱乐,0.28,-41.67,,17.23,,35193.36,36.9,,04-23
743,300468,四方精创,0.57,-49.11,,8.7,,5063.82,-39.92,,04-23
744,600198,大唐电信,0.03,-87.43,,0.7,,2844.39,-86.89,,04-23
745,600160,巨化股份,0.09,0.0,,2.24,,16177.79,-0.45,10派1,04-23
746,002619,巨龙管业,0.59,883.33,,6.34,,15874.98,2179.03,10转15,04-23
747,300506,名家汇,0.55,3.77,,19.89,,4970.77,4.3,,04-23
748,300248,新开普,0.21,-19.23,,9.86,,6040.2,59.98,10派0.5,04-23
749,002218,拓日新能,0.05,-600.0,,1.35,,3106.17,-677.63,10派0.5,04-23
750,002651,利君股份,0.14,-78.46,,7.81,,14484.22,-44.46,10派0.6,04-23
751,002081,金螳螂,0.91,-14.95,,20.29,,160233.78,-14.65,10派2送5,04-23
752,300268,万福生科,-0.74,-2052.63,,-39.04,,-9944.32,-2046.95,,04-23
753,000007,全新好,0.06,-146.37,,3.87,,1399.62,-146.35,,04-23
754,300173,智慧松德,0.13,85.71,,4.73,,7359.68,841.48,10派0.4,04-23
755,000720,新能泰山,0.09,1.63,,8.95,,8072.41,1.62,,04-23
756,600360,华微电子,0.06,24.22,,2.18,,4300.77,20.59,10派0.2,04-23
757,002146,荣盛发展,0.64,-62.57,,16.49,,242823.51,-24.87,10派2.5,04-23
758,002625,龙生股份,0.14,-36.36,,8.04,,4033.7,3.06,10派0.2,04-23
759,600467,好当家,0.05,66.67,,1.21,,3519.39,71.03,10派0.15转10,04-23
760,300374,恒通科技,0.23,-72.94,,6.47,,4348.29,-30.23,,04-23
761,600033,福建高速,0.2,-8.31,,6.96,,55078.52,-8.32,10派1,04-23
762,002679,福建金森,0.27,-20.59,,5.21,,3705.27,-21.14,,04-23
763,600975,新五丰,0.13,-161.9,,4.21,,3696.27,-175.49,10派0.5转10,04-23
764,300119,瑞普生物,0.28,305.0,,6.72,,11031.08,306.62,10派1.5,04-23
765,002089,新海宜,0.2,-23.08,,7.55,,13784.34,2.76,10派0.25,04-23
766,002466,天齐锂业,0.96,77.78,,8.24,,24786.31,89.93,10派4转28,04-23
767,002093,国脉科技,0.05,-23.14,,3.18,,4199.38,-23.11,,04-23
768,300467,迅游科技,0.38,-81.09,,20.67,,5936.48,-1.35,,04-23
769,002527,新时达,0.32,-41.82,,9.06,,18964.18,-6.71,10派1.1,04-23
770,603117,万林股份,0.19,-40.63,,6.26,,7359.41,-33.75,,04-23
771,002773,康弘药业,0.93,36.23,,19.34,,39381.33,44.0,,04-23
772,002620,瑞和股份,0.54,17.39,,6.18,,6480.83,18.28,,04-23
773,600883,博闻科技,0.31,-254.27,,11.25,,7375.36,-254.27,10派1,04-23
774,600401,海润光伏,0.02,-102.53,,1.96,,9608.09,-110.14,,04-23
775,000589,黔轮胎A,-0.33,-237.5,,-7.14,,-25898.21,-255.88,,04-23
776,300433,蓝思科技,2.35,21.13,,16.6,,154275.42,31.09,,04-23
777,002308,威创股份,0.14,7.69,,5.63,,11947.15,13.58,10派0.15,04-23
778,002055,得润电子,0.19,-18.33,,5.33,,8518.37,-13.62,,04-23
779,002213,特尔佳,0.05,-28.57,,3.15,,1092.25,-23.14,,04-23
780,002234,民和股份,-1.04,-595.24,,-30.5,,-31552.73,-603.33,,04-23
781,000957,中通客车,1.58,35.04,,28.05,,39927.0,42.8,,04-23
782,002227,奥特迅,0.04,-88.27,,1.26,,956.18,-88.29,10派0.2,04-22
783,002073,软控股份,0.27,3.85,,5.47,,20958.99,9.08,10派0.28,04-22
784,002027,分众传媒,7.55,37650.0,,73.2,,338914.2,51318.56,10派2.5转10,04-22
785,300164,通源石油,-0.11,-466.67,,-3.19,,-4643.81,-490.23,,04-22
786,002045,国光电器,0.12,-45.45,,3.7,,4796.48,-48.18,10派0.8,04-22
787,601311,骆驼股份,0.72,-8.86,,14.34,,60948.97,-9.2,10派2.15,04-22
788,002046,轴研科技,-0.52,-966.67,,-13.81,,-17832.85,-1114.8,,04-22
789,603188,亚邦股份,1.16,-56.81,,23.13,,66594.68,6.3,,04-22
790,300113,顺网科技,0.98,81.48,,23.61,,28559.97,82.1,10转13派2.5,04-22
791,000806,银河生物,0.1,174.8,,6.03,,10251.48,292.98,,04-22
792,002528,英飞拓,0.1,39.0,,3.0,,6836.67,103.53,10转3,04-22
793,300381,溢多利,0.7,15.31,,9.63,,7182.94,30.31,,04-22
794,600277,亿利洁能,0.06,-50.0,,1.43,,13070.47,-49.29,10派0.37,04-22
795,300064,豫金刚石,0.16,54.41,,5.88,,10021.01,63.41,,04-22
796,600327,大东方,0.34,20.57,,10.89,,17722.55,20.51,,04-22
797,002592,八菱科技,0.5,2.04,,9.14,,12530.23,32.45,10派2,04-22
798,002394,联发股份,0.91,-3.19,,11.0,,29448.91,-3.07,10派3,04-22
799,002641,永高股份,0.3,-42.31,,11.67,,25941.19,15.27,10派0.5,04-22
800,300185,通裕重工,0.13,44.44,,3.41,,12062.59,49.54,,04-22
801,002692,远程电缆,0.39,29.9,,9.51,,12805.01,29.91,10派1.5转12,04-22
802,600138,中青旅,0.41,-22.64,,6.51,,29513.39,-18.86,10派1,04-22
803,601113,华鼎股份,0.15,-225.0,,5.15,,10023.65,-235.47,10派0.5,04-22
804,002529,海源机械,0.01,-30.0,,0.28,,280.62,-13.26,,04-22
805,600983,惠而浦,0.48,-5.88,,8.6,,36672.64,24.9,,04-22
806,002216,三全食品,0.04,-80.0,,1.87,,3490.29,-56.83,10派0.13,04-22
807,002275,桂林三金,0.64,-14.91,,16.36,,37667.28,-15.33,10派5,04-22
808,300276,三丰智能,0.06,-48.75,,3.96,,2304.06,-23.45,10派0.1,04-22
809,603311,金海环境,0.28,-12.5,,11.32,,5175.02,1.68,,04-22
810,002112,三变科技,0.05,-37.5,,2.01,,966.19,-42.18,10派0.1,04-22
811,300489,中飞股份,0.73,-30.83,,8.65,,2906.3,-19.3,10转5送5派1.25,04-22
812,002450,康得新,0.98,-7.23,,25.7,,140945.73,40.55,10派0.9转10,04-22
813,002779,中坚科技,0.74,-13.95,,14.05,,4879.19,-14.45,,04-22
814,002565,上海绿新,0.21,-400.0,,8.47,,14347.58,-381.02,,04-22
815,300108,双龙股份,0.38,22.58,,8.65,,13564.12,139.22,,04-22
816,600186,莲花健康,-0.48,-2228.0,,-147.0,,-50848.7,-2230.28,,04-22
817,002636,金安国纪,0.07,-50.67,,3.97,,5412.06,26.99,,04-22
818,603366,日出东方,0.34,-37.04,,7.5,,26946.01,25.58,,04-22
819,002681,奋达科技,0.48,0.0,,13.53,,29335.67,101.72,10转10派1,04-22
820,002475,立讯精密,0.86,7.5,,21.02,,107850.85,71.18,10派0.9转5,04-22
821,002440,闰土股份,0.96,-42.86,,12.6,,73378.2,-42.97,10派4,04-22
822,002412,汉森制药,0.33,-16.61,,8.39,,9807.74,-16.59,,04-22
823,002486,嘉麟杰,-0.12,-470.48,,-10.56,,-10231.95,-470.32,,04-22
824,002309,中利科技,0.73,40.38,,9.47,,41525.5,45.41,10派1,04-22
825,300042,朗科科技,0.18,21.04,,2.91,,2428.72,21.02,,04-22
826,600235,民丰特纸,-0.44,-4500.0,,-11.69,,-15518.91,-3749.83,,04-22
827,002640,跨境通,0.27,12.5,,8.81,,16838.67,403.39,10派0.53转10,04-22
828,002650,加加食品,0.13,-55.17,,8.22,,14732.18,10.86,10派0.4,04-22
829,600522,中天科技,0.99,30.0,,11.13,,98772.85,74.66,10派1送3转12,04-22
830,600094,大名城,0.23,7.67,,8.45,,45724.16,32.37,,04-22
831,000960,锡业股份,-1.34,-4557.67,,-22.62,,-196862.73,-5809.64,,04-22
832,002682,龙洲股份,0.17,70.0,,3.87,,4478.2,117.43,10派0.75,04-22
833,002698,博实股份,0.26,-44.68,,10.5,,17679.28,-5.62,10派0.7,04-22
834,002446,盛路通信,0.32,-3.03,,8.99,,12132.33,151.63,10派0.4,04-22
835,300061,康耐特,0.21,-12.17,,12.43,,5121.33,39.45,10派0.2,04-22
836,000937,冀中能源,0.1,916.33,,1.92,,35181.3,1343.4,10派0.05,04-22
837,002579,中京电子,0.08,0.0,,4.57,,2924.0,51.04,10派0.3,04-22
838,600678,四川金顶,0.01,-111.31,,16.21,,419.58,-111.33,,04-22
839,603299,井神股份,0.13,-37.29,,3.75,,6182.42,-37.71,10派0.45,04-22
840,002609,捷顺科技,0.25,-28.57,,16.27,,14429.51,44.82,,04-22
841,600893,中航动力,0.53,6.0,,7.08,,103333.79,10.34,,04-22
842,002352,鼎泰新材,0.22,-29.03,,3.48,,2513.06,4.17,10派1.4转10,04-22
843,600755,厦门国贸,0.39,-31.58,,8.49,,65049.89,-23.38,,04-22
844,300411,金盾股份,0.27,-59.7,,8.11,,4290.95,6.44,10派0.5,04-22
845,300234,开尔新材,0.25,-37.5,,11.87,,6617.51,-36.99,,04-22
846,600482,中国动力,0.33,22.22,,8.24,,17507.87,21.29,,04-22
847,601777,力帆股份,0.33,-18.2,,5.8,,39377.21,1.99,10派1,04-22
848,300333,兆日科技,0.12,-62.45,,5.03,,4163.05,12.43,10派0.45,04-22
849,002375,亚厦股份,0.43,-63.56,,8.55,,57222.63,-44.59,10派0.6,04-22
850,000688,建新矿业,0.25,-10.61,,21.4,,28839.21,-10.61,,04-22
851,002239,奥特佳,0.28,833.33,,9.0,,22328.5,1848.04,,04-22
852,600634,中技控股,0.21,-8.7,,5.04,,12248.75,-9.13,10派0.65,04-22
853,002614,蒙发利,0.33,-15.38,,8.03,,18055.39,28.77,10派1,04-22
854,601218,吉鑫科技,0.13,38.57,,5.34,,12862.51,38.52,10派0.15,04-22
855,300397,天和防务,-0.46,-159.74,,-4.4,,-5532.71,-173.49,10转10,04-22
856,002197,证通电子,0.19,-20.83,,7.02,,8159.3,30.18,10派0.6,04-22
857,600475,华光股份,0.44,33.93,,7.91,,11145.56,33.92,10派1.4,04-22
858,000989,九芝堂,1.03,24.1,,30.1,,47103.15,91.68,10派4转1.5,04-22
859,002004,华邦健康,0.34,-49.25,,9.01,,63662.54,48.33,10派2,04-22
860,002610,爱康科技,0.15,-48.28,,4.73,,11125.46,20.91,,04-22
861,002328,新朋股份,0.2,5.26,,4.07,,9081.68,5.81,10派0.45,04-22
862,002181,粤传媒,-0.38,-217.92,,-10.83,,-44542.18,-293.96,,04-22
863,600481,双良节能,0.22,-40.46,,15.25,,34854.55,19.09,10派1,04-22
864,300129,泰胜风能,0.26,-13.33,,10.72,,16940.52,74.53,,04-22
865,002670,华声股份,0.13,-71.98,,3.12,,2616.35,-71.98,,04-22
866,300332,天壕环境,0.41,-6.82,,8.32,,14044.55,0.26,10派0.8转10,04-22
867,600104,上汽集团,2.7,6.5,,17.91,,2979379.07,6.51,10派13.6,04-22
868,600084,中葡股份,0.01,6.98,,0.64,,1551.03,48.0,,04-22
869,002771,真视通,0.86,10.26,,14.96,,6003.98,28.51,10派3,04-22
870,002445,中南文化,0.19,-26.92,,6.96,,13936.27,112.43,10派0.1,04-22
871,002782,可立克,0.45,-2.34,,12.37,,5718.63,-2.33,10派1转15,04-22
872,002287,奇正藏药,0.65,10.17,,17.01,,26491.1,11.53,10派4.1,04-22
873,002035,华帝股份,0.58,-25.64,,13.9,,20772.43,-26.1,10派4,04-22
874,300165,天瑞仪器,0.2,-37.5,,3.07,,4543.73,-9.15,10派1转10,04-22
875,002157,正邦科技,0.52,550.0,,13.7,,31143.5,657.57,10派1,04-22
876,300304,云意电气,0.35,-14.63,,7.36,,7067.65,-14.04,10派2,04-22
877,600701,*ST工新,-0.04,25.17,,-2.05,,-1836.27,25.11,,04-22
878,002615,哈尔斯,0.2,-74.03,,5.87,,3719.76,-47.1,,04-22
879,002498,汉缆股份,0.1,-54.55,,7.82,,34917.49,46.78,10派0.35,04-22
880,600256,广汇能源,0.05,-84.83,,2.3,,24838.8,-84.84,,04-22
881,002600,江粉磁材,0.06,500.0,,2.71,,4604.82,1195.2,,04-22
882,300198,纳川股份,0.06,-45.76,,2.38,,2676.04,-45.83,,04-22
883,002618,丹邦科技,0.37,-26.0,,4.13,,6686.95,-26.46,10派0.37转10,04-22
884,002204,大连重工,0.02,0.0,,0.34,,2187.94,-0.46,10派0.15转10,04-22
885,300460,惠伦晶体,0.27,-32.5,,7.84,,4136.77,-18.85,10派0.7,04-22
886,000950,*ST建峰,-0.61,1.67,,-19.48,,-36722.49,1.59,,04-22
887,000417,合肥百货,0.34,-28.32,,7.91,,26234.43,-28.32,10派1.2,04-22
888,601258,庞大集团,0.05,0.0,,1.9,,23575.82,66.6,,04-22
889,002556,辉隆股份,0.36,21.45,,8.15,,17039.34,21.43,10派1转5,04-22
890,002735,王子新材,0.33,-37.74,,5.89,,2636.6,-18.83,10派0.82,04-22
891,002477,雏鹰农牧,0.22,-208.21,,5.83,,22042.23,-216.34,10派1.2转20,04-22
892,601168,西部矿业,0.01,-91.67,,0.27,,3037.11,-89.53,,04-22
893,002420,毅昌股份,0.12,9.09,,2.91,,4716.77,10.8,10派0.1,04-22
894,002044,美年健康,0.25,13.64,,10.32,,26027.34,425.67,10转10,04-22
895,000780,平庄能源,-0.39,-1400.0,,-8.7,,-39061.11,-1526.5,,04-22
896,600759,洲际油气,0.03,-58.91,,1.22,,6480.54,-23.66,10派0.16,04-22
897,002519,银河电子,0.41,-22.81,,10.82,,22772.73,88.81,10派2.5,04-22
898,600197,伊力特,0.64,5.17,,16.2,,28192.78,5.17,10派4,04-22
899,300417,南华仪器,0.81,-17.77,,9.72,,3227.62,7.36,10派2转10,04-22
900,600893,中航动力,0.53,6.0,,7.08,,103333.79,10.34,,04-22
901,002352,鼎泰新材,0.22,-29.03,,3.48,,2513.06,4.17,10派1.4转10,04-22
902,000688,建新矿业,0.25,-10.61,,21.4,,28839.21,-10.61,,04-22
903,600755,厦门国贸,0.39,-31.58,,8.49,,65049.89,-23.38,,04-22
904,300411,金盾股份,0.27,-59.7,,8.11,,4290.95,6.44,,04-22
905,300234,开尔新材,0.25,-37.5,,11.87,,6617.51,-36.99,,04-22
906,600482,中国动力,0.33,22.22,,8.24,,17507.87,21.29,,04-22
907,601777,力帆股份,0.33,-18.2,,5.8,,39377.21,1.99,,04-22
908,300333,兆日科技,0.12,-62.45,,5.03,,4163.05,12.43,10派0.45,04-22
909,002375,亚厦股份,0.43,-63.56,,8.55,,57222.63,-44.59,10派0.6,04-22
910,300397,天和防务,-0.46,-159.74,,-4.4,,-5532.71,-173.49,10转10,04-22
911,002239,奥特佳,0.28,833.33,,9.0,,22328.5,1848.04,,04-22
912,600634,中技控股,0.21,-8.7,,5.04,,12248.75,-9.13,10派0.65,04-22
913,002614,蒙发利,0.33,-15.38,,8.03,,18055.39,28.77,10派1,04-22
914,601218,吉鑫科技,0.13,38.57,,5.34,,12862.51,38.52,,04-22
915,300494,盛天网络,0.85,-27.35,,25.08,,7650.99,-27.56,10转10,04-21
916,300315,掌趣科技,0.19,-29.63,,11.1,,47040.88,42.29,10派0.17,04-21
917,600213,亚星客车,0.09,-113.64,,36.41,,2019.63,-113.93,,04-21
918,601008,连云港,0.05,-50.0,,1.67,,5335.57,-48.55,10派0.2,04-21
919,002384,东山精密,0.04,-33.33,,1.39,,3171.38,-27.32,10派0.1,04-21
920,002582,好想你,-0.02,-105.56,,-0.23,,-323.31,-106.02,,04-21
921,002693,双成药业,0.13,-40.91,,5.84,,5267.91,-10.61,,04-21
922,002673,西部证券,0.72,30.6,,19.87,,197266.3,197.15,10派2.2,04-21
923,002379,*ST鲁丰,-0.13,-65.76,,-9.46,,-11838.55,-65.76,,04-21
924,603306,华懋科技,1.25,19.98,,17.47,,17467.18,47.4,10派5转5,04-21
925,600148,长春一东,0.01,-97.1,,0.31,,111.77,-97.1,,04-21
926,002182,云海金属,0.1,8.96,,3.31,,3013.64,9.04,10派1,04-21
927,601928,凤凰传媒,0.44,-6.76,,10.69,,112409.57,-6.75,10派1,04-21
928,002144,宏达高科,0.71,7.58,,7.3,,12479.39,6.19,10派1,04-21
929,000032,深桑达A,0.16,77.78,,3.98,,5459.15,149.95,10派0.2转2,04-21
930,002322,理工环科,0.35,52.17,,6.18,,10787.2,75.22,10派1,04-21
931,002346,柘中股份,0.26,36.84,,7.93,,11582.23,37.21,10派1,04-21
932,601518,吉林高速,0.11,-47.62,,5.66,,13922.2,-45.29,10派0.35,04-21
933,601226,华电重工,0.23,-61.52,,7.21,,26067.84,-28.31,10派1,04-21
934,002178,延华智能,0.15,-6.25,,11.15,,10222.39,76.52,10派0.6,04-21
935,000030,富奥股份,0.39,-18.75,,11.19,,50322.14,-19.66,10派1.5,04-21
936,600435,北方导航,0.05,25.0,,1.9,,3858.12,18.69,10派0.5转10,04-21
937,600225,天津松江,-0.77,-3950.0,,-34.14,,-67952.74,-5199.88,,04-21
938,002607,亚夏汽车,0.04,-119.05,,1.85,,1509.68,-126.79,,04-21
939,002165,红宝丽,0.19,11.76,,9.91,,10260.2,9.67,,04-21
940,300501,海顺新材,1.47,8.09,,23.99,,5876.74,8.38,10派5,04-21
941,002361,神剑股份,0.3,11.11,,9.16,,11683.25,34.85,10派1转10,04-21
942,600592,龙溪股份,0.13,9.17,,2.38,,5235.63,7.81,10派1,04-21
943,600352,浙江龙盛,0.79,-52.18,,20.09,,254133.3,0.32,10派1.5,04-21
944,600156,华升股份,0.02,-129.57,,1.36,,936.19,-129.55,10派0.15,04-21
945,002167,东方锆业,-0.45,-4600.0,,-23.26,,-27666.39,-7703.99,,04-21
946,002041,登海种业,0.44,-58.93,,18.3,,39057.59,2.68,,04-21
947,600960,渤海活塞,0.04,-87.5,,1.1,,2232.61,-77.11,10派0.1,04-21
948,300040,九洲电气,0.07,-135.0,,1.63,,2009.89,-136.07,,04-21
949,002454,松芝股份,0.76,11.76,,12.86,,31019.67,12.25,10派0.8,04-21
950,000038,深大通,0.06,-112.09,,5.26,,593.39,-112.03,,04-21
951,002190,成飞集成,0.26,116.67,,5.29,,8810.98,113.83,10派1,04-21
952,000501,鄂武商A,1.58,21.54,,20.73,,79930.71,21.16,,04-21
953,002064,华峰氨纶,0.15,-71.7,,7.82,,25412.65,-38.12,10派0.2,04-21
954,002702,海欣食品,-0.14,-207.38,,-5.11,,-3951.41,-314.83,,04-21
955,600969,郴电国际,0.4,-48.45,,4.09,,10633.49,-37.86,10派0.7642,04-21
956,002059,云南旅游,0.11,-44.43,,5.11,,8345.47,28.35,,04-21
957,300263,隆华节能,0.43,13.16,,9.04,,17865.07,22.6,10派0.4转10,04-20
958,600090,同济堂,0.04,-66.02,,2.8,,1281.53,-66.06,,04-20
959,002022,科华生物,0.42,-29.79,,13.89,,21062.49,-27.86,10派1.2,04-20
960,002757,南兴装备,0.51,-33.8,,8.96,,5014.09,-20.93,10派1,04-20
961,002512,达华智能,0.15,-49.39,,8.97,,12878.11,26.51,,04-20
962,600978,宜华生活,0.42,13.51,,9.29,,61593.4,16.26,,04-20
963,002589,瑞康医药,0.44,-46.99,,8.16,,23593.85,30.36,10派0.43,04-20
964,002317,众生药业,0.41,-33.87,,15.13,,29671.47,32.13,,04-20
965,600010,包钢股份,-0.13,-1130.4,,-9.51,,-330632.91,-1750.46,,04-20
966,603789,星光农机,0.43,-48.46,,8.98,,7943.26,-37.01,,04-20
967,300236,上海新阳,0.28,-53.33,,4.81,,4232.63,-37.95,10派0.5,04-20
968,002376,新北洋,0.25,-50.98,,7.91,,14727.8,-51.94,10派1.5,04-20
969,002219,恒康医疗,0.19,-55.59,,11.94,,32362.63,25.76,,04-20
970,000913,*ST钱江,-0.29,-32.56,,-6.39,,-13024.64,-33.43,,04-20
971,000792,盐湖股份,0.35,-57.08,,3.13,,55896.62,-57.08,10派0.31,04-20
972,002562,兄弟科技,0.38,100.0,,8.98,,8224.45,105.44,10转10,04-20
973,300130,新国都,0.37,-47.14,,7.15,,8549.59,7.43,10派0.5,04-20
974,000538,云南白药,2.66,10.37,,22.43,,277084.14,10.56,10派6,04-20
975,600831,广电网络,0.24,13.98,,7.21,,13322.84,13.96,,04-20
976,002264,新华都,-0.69,-1085.71,,-43.12,,-37393.51,-1119.08,,04-20
977,601555,东吴证券,1.0,104.08,,17.69,,270849.49,142.82,10派3,04-20
978,000650,仁和药业,0.32,6.67,,17.7,,39130.36,30.04,,04-20
979,600797,浙大网新,0.25,-231.58,,12.06,,21292.3,-235.61,10派0.3,04-20
980,600681,百川能源,-0.02,-300.0,,-18.26,,-404.38,-292.85,,04-20
981,300075,数字政通,0.32,-49.21,,10.14,,12133.37,1.91,10派0.4,04-20
982,300171,东富龙,0.62,-42.59,,14.11,,38668.53,15.29,10派3,04-20
983,002315,焦点科技,1.34,31.17,,8.1,,15720.62,31.74,10派10,04-20
984,600699,均胜电子,0.61,10.91,,13.51,,39985.79,15.27,,04-20
985,601599,鹿港文化,0.31,72.22,,7.98,,11866.54,99.78,10派1转10,04-20
986,600880,博瑞传播,0.07,-73.08,,2.08,,7466.22,-73.42,10派0.3,04-20
987,600703,三安光电,0.71,16.39,,14.21,,169455.47,15.88,10派2.5转6,04-20
988,601028,玉龙股份,0.17,-52.78,,5.02,,13022.9,12.01,,04-20
989,600100,同方股份,0.44,29.38,,7.67,,126159.34,66.96,,04-20
990,002760,凤形股份,0.38,-32.14,,5.98,,2890.88,-22.2,10派1.25,04-20
991,002767,先锋电子,0.6,-32.58,,11.81,,5263.94,-20.99,10转5派1,04-20
992,300281,金明精机,0.12,-76.0,,4.21,,2930.33,-51.29,10派0.5,04-20
993,300261,雅本化学,0.16,-6.81,,8.76,,6123.1,21.2,10转3派0.2,04-20
994,002787,华源包装,0.8,15.94,,16.32,,8413.76,15.7,,04-20
995,002790,瑞尔特,1.29,11.21,,28.44,,15497.11,11.05,10派3,04-20
996,002347,泰尔重工,0.05,25.0,,0.96,,1160.54,37.88,,04-20
997,002320,海峡股份,0.28,40.0,,5.82,,11727.89,39.99,10派0.26,04-20
998,000560,昆百大A,0.03,-91.98,,1.09,,3082.75,-56.62,10派0.05,04-20
999,601010,文峰股份,0.14,-76.67,,6.6,,25721.51,-42.03,10派0.45,04-20
1000,002724,海洋王,0.17,-64.91,,4.41,,6722.59,-60.83,10派0.35,04-20
1001,300423,鲁亿通,0.52,-20.0,,11.28,,4400.75,2.78,10转2派1,04-20
